,Target Name,"Target, Subunit, Species",Target Mutant/Chimera Details,Target Species (Bioactivity),Substance Action on Target,Substance Effect,Bioassay Category,Bioassay Name,Bioassay Details,Biological Species/NCBI ID,Medchem: Measurement Parameter,Unit,Qualitative value,Quantitative value,References,Canomical_Smiles,pChEMBL
1344,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CNS(=O)(=O)c1cccc(Nc2nc(Nc3ccc(OC)c(OCCn4ccnc4)c3)ncc2C)c1,0
1338,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2cccc(OCCN3CCOCC3)c2)n1,0
1340,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2cccc(OCCN3CCCCC3)c2)n1,0
1342,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CCCNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Br,0
1315,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1cc(Nc2nccc(Nc3ccccc3S(=O)(=O)NCCO)n2)cc(OC)c1OC,0
1346,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CNS(=O)(=O)c1cc(F)ccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Br,0
1348,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1cc(Nc2nccc(Nc3cccc(-c4ccccc4)c3S(N)(=O)=O)n2)cc(OC)c1OC,0
1350,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2nccc(Nc3ccccc3S(N)(=O)=O)n2)cc1OCCCn1ccnc1,0
1317,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1cc(Nc2nccc(Nc3ccc(C)c(OC)c3S(N)(=O)=O)n2)cc(OC)c1OC,0
1318,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,Oc1ccc(Cl)cc1Nc1ccnc(Nc2cccc(OCCN3CCCCC3)c2)n1,0
1337,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2ncc(C)c(Nc3ccc(S(N)(=O)=O)cc3)n2)cc1OCCn1ccnc1,0
1335,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CN1CCN(c2cccc(Nc3nccc(Nc4cccc(Cl)c4S(N)(=O)=O)n3)c2)CC1,0
1320,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2nccc(Nc3ccccc3O)n2)cc1OCCN1CCCCC1,0
1322,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1cc(Nc2ncc(Cl)c(Nc3cccc(C)c3S(N)(=O)=O)n2)cc(OC)c1OC,0
1333,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,O=S(=O)(NCCO)c1ccccc1Nc1ccnc(Nc2cccc(OCCn3ccnc3)c2)n1,0
1331,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2nccc(Nc3cccc(O)c3)n2)cc1OCCN1CCCCC1,0
1324,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2ccnc(Nc3cccc(OCCN4CCCCC4)c3)n2)cc1O,0
1326,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CN1CCCC(Oc2cccc(Nc3nccc(Nc4ccccc4S(N)(=O)=O)n3)c2)CC1,0
1301,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CCc1cnc(Nc2cc(OC)c(OC)c(OC)c2)nc1Nc1cccc(S(=O)(=O)NC)c1,0
1357,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2cccc(OCCN3CCNCC3)c2)n1,0
1358,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,Cc1cccc(Nc2ccnc(Nc3cccc(OCCC4CCCN4C)c3)n2)c1S(N)(=O)=O,0
1302,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CN1CCCC(Oc2cccc(Nc3nccc(Nc4cc(Cl)ccc4O)n3)c2)CC1,0
1360,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1C(F)(F)F,0
1362,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1cccc(Nc2ccnc(Nc3cccc(OCCN4CCCC4)c3)n2)c1S(N)(=O)=O,0
1364,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc1N1CCOCC1,0
1355,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,Cc1ccc(Nc2ccnc(Nc3cccc(OCCN4CCCC4)c3)n2)c(S(N)(=O)=O)c1,0
1308,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,CCc1cnc(Nc2cc(OC)c(OC)c(OC)c2)nc1Nc1ccccc1S(N)(=O)=O,0
1313,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,Cc1cccc(Nc2ccnc(Nc3cccc(OCCn4ccnc4)c3)n2)c1S(N)(=O)=O,0
1352,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing murine BaF3 cells upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1cc(Nc2nccc(Nc3ccc(-c4ccccc4)cc3S(N)(=O)=O)n2)cc(OC)c1OC,0
1311,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3O)n2)cc1OCCCn1ccnc1,0
1307,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1ccc(Nc2nccc(Nc3cccc(S(N)(=O)=O)c3)n2)cc1OCCn1ccnc1,0
1305,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days; Range is ~ 0.01 uM - 1 uM,human,IC50,µM,=,1.0,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,Oc1ccc(Cl)cc1Nc1ccnc(Nc2cccc(OCCN3CCOCC3)c2)n1,0
1904,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,1100.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,CC(=O)Nc1ccc2cc1CCc1cccc(c1)Nc1ncc(Cl)c(n1)N2.O=C(O)C(F)(F)F,0
1944,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,1108.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,O=C(O)C(F)(F)F.O=S1Cc2cccc(c2)Nc2nc(ncc2Cl)Nc2cccc1c2,0
2246,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,1150.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,O=C(O)C(F)(F)F.O=C(c1cc2cc(c1)OCCSc1cccc(c1)Nc1nc(ncc1Cl)N2)N1CCN(c2ccccc2)CC1,0
1937,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,1200.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,Cc1nocc1S(=O)(=O)Nc1ccc2cc1CCc1cccc(c1)Nc1ncc(Cl)c(n1)N2.O=C(O)C(F)(F)F,0
1946,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,1210.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,O=C(O)C(F)(F)F.O=S1CCc2cccc(c2)Nc2ncc(Cl)c(n2)Nc2cccc1c2,0
1948,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,1220.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,O=C(Nc1nccs1)c1cc2cc(c1)OCCSc1cccc(c1)Nc1nc(ncc1Cl)N2.O=C(O)C(F)(F)F,0
1853,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against human recombinant Anaplastic lymphoma kinase using (0.5 uM) Biotin-KKKGPWLEEEEEAYGWLDF-amide as substrate and in presence of 90 uM ATP upon incubation in 50 mM Tris,pH 7.8 for 2 h at 25 degree C",NaN,IC50,nM,=,1230.0,Patent; INCYTE CORP; WO2010/85597; (2010); A1;,Clc1cnc2nc1NCc1cccc(c1)OCCc1cccc(c1)N2,0
2252,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,1250.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,Clc1cnc2nc1Nc1cccc(c1)NCCCc1cccc(c1)N2.O=C(O)C(F)(F)F,0
2251,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,1332.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,Clc1cnc2nc1Nc1cccc(c1)CNCc1cccc(c1)N2.O=C(O)C(F)(F)F,0
